state,year,type_variable,value
AL,2010,state_unemployment,0.09967025063393768
AL,2011,state_unemployment,0.09133524361410277
AL,2012,state_unemployment,0.07569753590250262
AL,2013,state_unemployment,0.06871139324733361
AL,2014,state_unemployment,0.0648573959175422
AL,2015,state_unemployment,0.058739567959127846
AL,2016,state_unemployment,0.056954705412303554
AL,2017,state_unemployment,0.04256408322807039
AL,2018,state_unemployment,0.03853350680297041
AR,1990,state_unemployment,0.06296015284995862
AR,1991,state_unemployment,0.07008021934131785
AR,1992,state_unemployment,0.0677436780617664
AR,1993,state_unemployment,0.0567925797557853
AR,1994,state_unemployment,0.04848159244906384
AR,1995,state_unemployment,0.04138845616842116
AR,1996,state_unemployment,0.043097574149473454
AR,1997,state_unemployment,0.04485282661702135
AR,1998,state_unemployment,0.043848636315760005
AR,1999,state_unemployment,0.03869918302760686
AR,2e3,state_unemployment,0.040051618142401546
AR,2001,state_unemployment,0.047205374875122434
AR,2002,state_unemployment,0.053397468786283334
AR,2003,state_unemployment,0.05701797371259737
AR,2004,state_unemployment,0.0549596114754359
AR,2005,state_unemployment,0.05080497894844391
AR,2006,state_unemployment,0.050287927837218936
AR,2007,state_unemployment,0.049915690139377515
AR,2008,state_unemployment,0.05119097564569941
AR,2009,state_unemployment,0.07107602457656137
AR,2010,state_unemployment,0.07598067976748513
AR,2011,state_unemployment,0.07743229365299857
AR,2012,state_unemployment,0.07090704695879489
AR,2013,state_unemployment,0.06815965768404936
AR,2014,state_unemployment,0.057237047815549044
AR,2015,state_unemployment,0.04745000739572509
AR,2016,state_unemployment,0.03687544476494761
AR,2017,state_unemployment,0.034614682307370394
AR,2018,state_unemployment,0.03452037323237164
AZ,1990,state_unemployment,0.05012160127691966
AZ,1991,state_unemployment,0.056888788909742465
AZ,1992,state_unemployment,0.07169054162352902
AZ,1993,state_unemployment,0.05991124572850388
AZ,1994,state_unemployment,0.05696012017576717
AZ,1995,state_unemployment,0.048843328496733854
AZ,1996,state_unemployment,0.05065468711087011
AZ,1997,state_unemployment,0.041031357658456
AZ,1998,state_unemployment,0.03877313258046882
AZ,1999,state_unemployment,0.04093277813934178
AZ,2e3,state_unemployment,0.03814009570537864
AZ,2001,state_unemployment,0.046580392961456156
AZ,2002,state_unemployment,0.059831745893305366
AZ,2003,state_unemployment,0.05616616631113519
AZ,2004,state_unemployment,0.04887672279046899
AZ,2005,state_unemployment,0.04549632432091084
AZ,2006,state_unemployment,0.04102044069326823
AZ,2007,state_unemployment,0.037514926360009
AZ,2008,state_unemployment,0.06026288897106748
AZ,2009,state_unemployment,0.0971509220321051
AZ,2010,state_unemployment,0.101874017568857
AZ,2011,state_unemployment,0.092862806478402
AZ,2012,state_unemployment,0.0810750690308702
AZ,2013,state_unemployment,0.07515926701610698
AZ,2014,state_unemployment,0.06595103651493235
AZ,2015,state_unemployment,0.05891993057092343
AZ,2016,state_unemployment,0.05238946873549533
AZ,2017,state_unemployment,0.04762981063504658
AZ,2018,state_unemployment,0.04623255963066589
CA,1990,state_unemployment,0.05732362128154323
CA,1991,state_unemployment,0.0768068817414322
CA,1992,state_unemployment,0.09236100943373626
CA,1993,state_unemployment,0.09423399440086276
CA,1994,state_unemployment,0.08557114201422042
CA,1995,state_unemployment,0.07793657491554512
CA,1996,state_unemployment,0.07210035877719356
CA,1997,state_unemployment,0.06301538375842898
CA,1998,state_unemployment,0.058814930817555566
CA,1999,state_unemployment,0.05203303494255843
CA,2e3,state_unemployment,0.049210919488048295
CA,2001,state_unemployment,0.054063191763138445
CA,2002,state_unemployment,0.06642567555058645
CA,2003,state_unemployment,0.06787052847996387
CA,2004,state_unemployment,0.06173814949775659
CA,2005,state_unemployment,0.05374100725692173
CA,2006,state_unemployment,0.048782881503609266
CA,2007,state_unemployment,0.053314754292373506
CA,2008,state_unemployment,0.07277538609044895
CA,2009,state_unemployment,0.11133688974825116
CA,2010,state_unemployment,0.12205472210186975
CA,2011,state_unemployment,0.11685341227878171
CA,2012,state_unemployment,0.10346166882269557
CA,2013,state_unemployment,0.08923987244619136
CA,2014,state_unemployment,0.07489779900950878
CA,2015,state_unemployment,0.061800841279781145
CA,2016,state_unemployment,0.054559237607138926
CA,2017,state_unemployment,0.047504870746391675
CA,2018,state_unemployment,0.04139582710937159
CO,1990,state_unemployment,0.05149761339082491
CO,1991,state_unemployment,0.05082133277129842
CO,1992,state_unemployment,0.05746622111438339
CO,1993,state_unemployment,0.05177425209604246
CO,1994,state_unemployment,0.041550429316293845
CO,1995,state_unemployment,0.03915359275237444
CO,1996,state_unemployment,0.040807340569722524
CO,1997,state_unemployment,0.03308154217719252
CO,1998,state_unemployment,0.03431981574576101
CO,1999,state_unemployment,0.029268758788687944
CO,2e3,state_unemployment,0.026879764072168816
CO,2001,state_unemployment,0.03831289725413208
CO,2002,state_unemployment,0.05690441068251685
CO,2003,state_unemployment,0.060781495331056395
CO,2004,state_unemployment,0.05575054559744074
CO,2005,state_unemployment,0.05102353496117244
CO,2006,state_unemployment,0.04373422966492968
CO,2007,state_unemployment,0.03796646564668629
CO,2008,state_unemployment,0.049384844173643076
CO,2009,state_unemployment,0.07423285776273039
CO,2010,state_unemployment,0.08722935078814578
CO,2011,state_unemployment,0.0832568103405849
CO,2012,state_unemployment,0.07862182499532666
CO,2013,state_unemployment,0.0679600102753253
CO,2014,state_unemployment,0.04965640171205152
CO,2015,state_unemployment,0.03853215061317885
CO,2016,state_unemployment,0.032426758699574496
CO,2017,state_unemployment,0.028327211915064064
CO,2018,state_unemployment,0.02947960964982666
CT,1990,state_unemployment,0.050490399157034536
CT,1991,state_unemployment,0.06472486330040098
CT,1992,state_unemployment,0.07536115868074633
CT,1993,state_unemployment,0.06634486241236166
CT,1994,state_unemployment,0.05603172501852891
CT,1995,state_unemployment,0.054785290574174875
CT,1996,state_unemployment,0.05477789625605414
CT,1997,state_unemployment,0.04915996245026011
CT,1998,state_unemployment,0.0337172815290283
CT,1999,state_unemployment,0.028604064498541082
CT,2e3,state_unemployment,0.023918747235235367
CT,2001,state_unemployment,0.031522595707971855
CT,2002,state_unemployment,0.043615263259899825
CT,2003,state_unemployment,0.054287178761310784
CT,2004,state_unemployment,0.04974026518045386
CT,2005,state_unemployment,0.048858223336183934
CT,2006,state_unemployment,0.043538272393792654
CT,2007,state_unemployment,0.044735654781569774
CT,2008,state_unemployment,0.056929567672479815
CT,2009,state_unemployment,0.07944530320225894
CT,2010,state_unemployment,0.0910560458855909
CT,2011,state_unemployment,0.08807046559822247
CT,2012,state_unemployment,0.08329918495151706
CT,2013,state_unemployment,0.07780461577487303
CT,2014,state_unemployment,0.06626108105210389
CT,2015,state_unemployment,0.05700121923988522
CT,2016,state_unemployment,0.05156140296235572
CT,2017,state_unemployment,0.04681289152929284
CT,2018,state_unemployment,0.04364583800496281
DE,1990,state_unemployment,0.04743523635700667
DE,1991,state_unemployment,0.06216105266682606
DE,1992,state_unemployment,0.05754858522015791
DE,1993,state_unemployment,0.05761230449637849
DE,1994,state_unemployment,0.0510800932309705
DE,1995,state_unemployment,0.04573845977686966
DE,1996,state_unemployment,0.050581994030138605
DE,1997,state_unemployment,0.04460086941374391
DE,1998,state_unemployment,0.040144097701335556
DE,1999,state_unemployment,0.037000361569620395
DE,2e3,state_unemployment,0.040514887747409786
DE,2001,state_unemployment,0.03692127853538558
DE,2002,state_unemployment,0.039493115866126804
DE,2003,state_unemployment,0.0424914760953451
DE,2004,state_unemployment,0.03508213631975024
DE,2005,state_unemployment,0.03645511726847832
DE,2006,state_unemployment,0.03207394023055453
DE,2007,state_unemployment,0.033674988892285866
DE,2008,state_unemployment,0.04931424532789404
DE,2009,state_unemployment,0.0809613257687765
DE,2010,state_unemployment,0.08840008749938019
DE,2011,state_unemployment,0.08191431411756138
DE,2012,state_unemployment,0.0794156190014461
DE,2013,state_unemployment,0.07324163051538593
DE,2014,state_unemployment,0.06406875932794867
DE,2015,state_unemployment,0.05391114883445022
DE,2016,state_unemployment,0.04908254933706735
DE,2017,state_unemployment,0.04966575416133543
DE,2018,state_unemployment,0.04399813923224714
FL,1990,state_unemployment,0.06080134701693593
FL,1991,state_unemployment,0.07539501494950727
FL,1992,state_unemployment,0.08183798981761406
FL,1993,state_unemployment,0.07094179431218056
FL,1994,state_unemployment,0.06403365169714952
FL,1995,state_unemployment,0.0548869383858959
FL,1996,state_unemployment,0.05118749702357411
FL,1997,state_unemployment,0.047348219428723665
FL,1998,state_unemployment,0.0425459064922695
FL,1999,state_unemployment,0.038291495706322565
FL,2e3,state_unemployment,0.036829866599402336
FL,2001,state_unemployment,0.04627841221985555
FL,2002,state_unemployment,0.056377554595754435
FL,2003,state_unemployment,0.05209374750479569
FL,2004,state_unemployment,0.04613224116698662
FL,2005,state_unemployment,0.036819383293907944
FL,2006,state_unemployment,0.0321960238789052
FL,2007,state_unemployment,0.03996980947455589
FL,2008,state_unemployment,0.06280676650132257
FL,2009,state_unemployment,0.1043660598236652
FL,2010,state_unemployment,0.1106573540242174
FL,2011,state_unemployment,0.09980075342781353
FL,2012,state_unemployment,0.08456583646296664
FL,2013,state_unemployment,0.07216797356515402
FL,2014,state_unemployment,0.06258858355488117
FL,2015,state_unemployment,0.054402526838821796
FL,2016,state_unemployment,0.04799901225596755
FL,2017,state_unemployment,0.041486708541525356
FL,2018,state_unemployment,0.03647115415425533
GA,1990,state_unemployment,0.05137998935615387
GA,1991,state_unemployment,0.04928503923171096
GA,1992,state_unemployment,0.06508388184043183
GA,1993,state_unemployment,0.0564302687710266
GA,1994,state_unemployment,0.04871852020283472
GA,1995,state_unemployment,0.04455122439036488
GA,1996,state_unemployment,0.041170304616717036
GA,1997,state_unemployment,0.039844367394660164
GA,1998,state_unemployment,0.037222762615756494
GA,1999,state_unemployment,0.03358908211755842
GA,2e3,state_unemployment,0.033093797811851865
GA,2001,state_unemployment,0.03739882998130716
GA,2002,state_unemployment,0.04898520303160014
GA,2003,state_unemployment,0.04728434710151642
GA,2004,state_unemployment,0.04652206344929977
GA,2005,state_unemployment,0.05245722553795354
GA,2006,state_unemployment,0.04586755707941653
GA,2007,state_unemployment,0.04372432297818645
GA,2008,state_unemployment,0.06073350931160715
GA,2009,state_unemployment,0.0970312700049146
GA,2010,state_unemployment,0.10305448493316717
GA,2011,state_unemployment,0.09975802893817437
GA,2012,state_unemployment,0.08923865930826731
GA,2013,state_unemployment,0.0791152915057147
GA,2014,state_unemployment,0.0684789089199771
GA,2015,state_unemployment,0.05758582766712104
GA,2016,state_unemployment,0.051903916956040234
GA,2017,state_unemployment,0.04598891686416399
GA,2018,state_unemployment,0.03803062342965065
HI,1990,state_unemployment,0.02448652656283549
HI,1991,state_unemployment,0.0255777901467623
HI,1992,state_unemployment,0.03572174675413705
HI,1993,state_unemployment,0.03556946761551691
HI,1994,state_unemployment,0.044888072015497826
HI,1995,state_unemployment,0.04973823512224563
HI,1996,state_unemployment,0.054680156364621944
HI,1997,state_unemployment,0.05426944660690459
HI,1998,state_unemployment,0.054216605705341085
HI,1999,state_unemployment,0.0486269306105021
HI,2e3,state_unemployment,0.04089933941962168
HI,2001,state_unemployment,0.043366975801656625
HI,2002,state_unemployment,0.041143771666121494
HI,2003,state_unemployment,0.03973547310854944
HI,2004,state_unemployment,0.032984832624692255
HI,2005,state_unemployment,0.02769429772786442
HI,2006,state_unemployment,0.025342003016478938
HI,2007,state_unemployment,0.026703786857244834
HI,2008,state_unemployment,0.04020241985968404
HI,2009,state_unemployment,0.06501523921636267
HI,2010,state_unemployment,0.06344384257839161
HI,2011,state_unemployment,0.06175834127765079
HI,2012,state_unemployment,0.05542824018798531
HI,2013,state_unemployment,0.04553891603566556
HI,2014,state_unemployment,0.04138323179093584
HI,2015,state_unemployment,0.033962814015227286
HI,2016,state_unemployment,0.02801664862681041
HI,2017,state_unemployment,0.02287507997881935
HI,2018,state_unemployment,0.020578894875182448
IA,1990,state_unemployment,0.04269176670240973
IA,1991,state_unemployment,0.042473525129445903
IA,1992,state_unemployment,0.03999614632393577
IA,1993,state_unemployment,0.035555803120916676
IA,1994,state_unemployment,0.030929020658727914
IA,1995,state_unemployment,0.029948022760366785
IA,1996,state_unemployment,0.03101413311783952
IA,1997,state_unemployment,0.027316108786850753
IA,1998,state_unemployment,0.023722313078768268
IA,1999,state_unemployment,0.02172174766538464
IA,2e3,state_unemployment,0.023144885588456635
IA,2001,state_unemployment,0.029475044339266707
IA,2002,state_unemployment,0.03644177096350702
IA,2003,state_unemployment,0.04075957881413641
IA,2004,state_unemployment,0.04207327323261205
IA,2005,state_unemployment,0.03922606105030336
IA,2006,state_unemployment,0.03359586104524108
IA,2007,state_unemployment,0.0342196232445446
IA,2008,state_unemployment,0.039042736683793065
IA,2009,state_unemployment,0.05773460831279164
IA,2010,state_unemployment,0.05572765813639086
IA,2011,state_unemployment,0.05219429247844299
IA,2012,state_unemployment,0.04786968169457131
IA,2013,state_unemployment,0.044956568476247225
IA,2014,state_unemployment,0.040090154268518294
IA,2015,state_unemployment,0.03557356296232008
IA,2016,state_unemployment,0.033753806000515287
IA,2017,state_unemployment,0.029671826292561418
IA,2018,state_unemployment,0.024709209939461237
ID,1990,state_unemployment,0.050364366968810956
ID,1991,state_unemployment,0.054897718152217244
ID,1992,state_unemployment,0.05608194744385946
ID,1993,state_unemployment,0.05214382966148357
ID,1994,state_unemployment,0.04799110642760463
ID,1995,state_unemployment,0.04902277375324305
ID,1996,state_unemployment,0.047631601622654694
ID,1997,state_unemployment,0.04567408011860304
ID,1998,state_unemployment,0.04481958516128612
ID,1999,state_unemployment,0.043143293110746224
ID,2e3,state_unemployment,0.04159384261349722
ID,2001,state_unemployment,0.046965965214956565
ID,2002,state_unemployment,0.05368029199951742
ID,2003,state_unemployment,0.05325904530534531
ID,2004,state_unemployment,0.0462175450218514
ID,2005,state_unemployment,0.037324160361090195
ID,2006,state_unemployment,0.03180778617368887
ID,2007,state_unemployment,0.02910500354143824
ID,2008,state_unemployment,0.05167085302227246
ID,2009,state_unemployment,0.09099365706497455
ID,2010,state_unemployment,0.09043068563782727
ID,2011,state_unemployment,0.08340605128390867
ID,2012,state_unemployment,0.07209115160084283
ID,2013,state_unemployment,0.060394953004350604
ID,2014,state_unemployment,0.048332040338393674
ID,2015,state_unemployment,0.041891395129639755
ID,2016,state_unemployment,0.037260964061894455
ID,2017,state_unemployment,0.03111081432939166
ID,2018,state_unemployment,0.027531885444974483
IL,1990,state_unemployment,0.04909796220905344
IL,1991,state_unemployment,0.05943970272499847
IL,1992,state_unemployment,0.06725404367065839
IL,1993,state_unemployment,0.06365010559614
IL,1994,state_unemployment,0.04857735967812636
IL,1995,state_unemployment,0.04285508450784684
IL,1996,state_unemployment,0.04818695115165574
IL,1997,state_unemployment,0.03991984346231885
IL,1998,state_unemployment,0.03580461221247432
IL,1999,state_unemployment,0.03600426768410951
IL,2e3,state_unemployment,0.03967601968937524
IL,2001,state_unemployment,0.046597899560179956
IL,2002,state_unemployment,0.05521561012945515
IL,2003,state_unemployment,0.06202274561565955
IL,2004,state_unemployment,0.057899086968219694
IL,2005,state_unemployment,0.051113766006783246
IL,2006,state_unemployment,0.043862802691062915
IL,2007,state_unemployment,0.04893837277226443
IL,2008,state_unemployment,0.06401887149596625
IL,2009,state_unemployment,0.10372353674674532
IL,2010,state_unemployment,0.10095276958028665
IL,2011,state_unemployment,0.09054822492643197
IL,2012,state_unemployment,0.0841653923847301
IL,2013,state_unemployment,0.08839969929750852
IL,2014,state_unemployment,0.07015841829000848
IL,2015,state_unemployment,0.060593944767793
IL,2016,state_unemployment,0.0590914496220792
IL,2017,state_unemployment,0.05106117942081452
IL,2018,state_unemployment,0.04419955980627511
IN,1990,state_unemployment,0.042888172205062136
IN,1991,state_unemployment,0.04987219508610151
IN,1992,state_unemployment,0.05607897843303276
IN,1993,state_unemployment,0.04592205640476337
IN,1994,state_unemployment,0.04237476210585166
IN,1995,state_unemployment,0.039523550735996026
IN,1996,state_unemployment,0.03501377551946929
IN,1997,state_unemployment,0.030193092449492417
IN,1998,state_unemployment,0.02728706557676506
IN,1999,state_unemployment,0.026506669043922085
IN,2e3,state_unemployment,0.028134643398109893
IN,2001,state_unemployment,0.0389585548910415
IN,2002,state_unemployment,0.04913978328856454
IN,2003,state_unemployment,0.05067541439873541
IN,2004,state_unemployment,0.05104077038567644
IN,2005,state_unemployment,0.052409810975671746
IN,2006,state_unemployment,0.04793075418148369
IN,2007,state_unemployment,0.04353240460402419
IN,2008,state_unemployment,0.056556834390646606
IN,2009,state_unemployment,0.09801870281489307
IN,2010,state_unemployment,0.10126085617360504
IN,2011,state_unemployment,0.0898677446993461
IN,2012,state_unemployment,0.08209483532485545
IN,2013,state_unemployment,0.07491365029727494
IN,2014,state_unemployment,0.05818524767781135
IN,2015,state_unemployment,0.04640456836669445
IN,2016,state_unemployment,0.042148674474182794
IN,2017,state_unemployment,0.033592757287997314
IN,2018,state_unemployment,0.03166581057554098
KS,1990,state_unemployment,0.04356511705966207
KS,1991,state_unemployment,0.04425283224187886
KS,1992,state_unemployment,0.04519026846907898
KS,1993,state_unemployment,0.054328865457946615
KS,1994,state_unemployment,0.05439723481564693
KS,1995,state_unemployment,0.04669570842994087
KS,1996,state_unemployment,0.04344398352211461
KS,1997,state_unemployment,0.03878052589648299
KS,1998,state_unemployment,0.03438655616890163
KS,1999,state_unemployment,0.03505114787014808
KS,2e3,state_unemployment,0.03726487585208839
KS,2001,state_unemployment,0.039106106053404116
KS,2002,state_unemployment,0.05136458877079958
KS,2003,state_unemployment,0.05749498160978128
KS,2004,state_unemployment,0.05659591988945071
KS,2005,state_unemployment,0.05106823154697501
KS,2006,state_unemployment,0.044373264094898626
KS,2007,state_unemployment,0.04157870150037192
KS,2008,state_unemployment,0.04513321580744599
KS,2009,state_unemployment,0.07292265335663932
KS,2010,state_unemployment,0.07634982978678066
KS,2011,state_unemployment,0.07044430560998481
KS,2012,state_unemployment,0.062153996176179414
KS,2013,state_unemployment,0.05636885902970887
KS,2014,state_unemployment,0.04839789331932555
KS,2015,state_unemployment,0.043365538135934016
KS,2016,state_unemployment,0.042038528063501036
KS,2017,state_unemployment,0.03806349942787337
KS,2018,state_unemployment,0.034916154465836825
KY,1990,state_unemployment,0.053960737106826834
KY,1991,state_unemployment,0.056706527448827815
KY,1992,state_unemployment,0.05359023672389324
KY,1993,state_unemployment,0.04830168242305537
KY,1994,state_unemployment,0.04104940637537797
KY,1995,state_unemployment,0.039537624856259335
KY,1996,state_unemployment,0.04091109431933515
KY,1997,state_unemployment,0.04010036561785037
KY,1998,state_unemployment,0.032678090996287296
KY,1999,state_unemployment,0.0328575712072769
KY,2e3,state_unemployment,0.03523946025630044
KY,2001,state_unemployment,0.04435669476369658
KY,2002,state_unemployment,0.04982253491327966
KY,2003,state_unemployment,0.053035761552853534
KY,2004,state_unemployment,0.047162794082230064
KY,2005,state_unemployment,0.051606933170181994
KY,2006,state_unemployment,0.04947624231118365
KY,2007,state_unemployment,0.045249711827135566
KY,2008,state_unemployment,0.05567773685169422
KY,2009,state_unemployment,0.09396998089024121
KY,2010,state_unemployment,0.0879095615930937
KY,2011,state_unemployment,0.08046146032572475
KY,2012,state_unemployment,0.06838786964454993
KY,2013,state_unemployment,0.06646736058471732
KY,2014,state_unemployment,0.054026530763031815
KY,2015,state_unemployment,0.043599939243860165
KY,2016,state_unemployment,0.04100239168943411
KY,2017,state_unemployment,0.040557704871739556
KY,2018,state_unemployment,0.035956688112843416
LA,1990,state_unemployment,0.05943310480450257
LA,1991,state_unemployment,0.0689476091330192
LA,1992,state_unemployment,0.07704972934652489
LA,1993,state_unemployment,0.0751973828416232
LA,1994,state_unemployment,0.0762978370470206
LA,1995,state_unemployment,0.06802181340321703
LA,1996,state_unemployment,0.06323768490672993
LA,1997,state_unemployment,0.05615917666325883
LA,1998,state_unemployment,0.053312495628321674
LA,1999,state_unemployment,0.047201151426145484
LA,2e3,state_unemployment,0.05084294283354435
LA,2001,state_unemployment,0.05478201850052643
LA,2002,state_unemployment,0.05880107696563096
LA,2003,state_unemployment,0.06093171863330624
LA,2004,state_unemployment,0.05633869357858571
LA,2005,state_unemployment,0.07032928498168226
LA,2006,state_unemployment,0.04369434240417726
LA,2007,state_unemployment,0.040705034381358494
LA,2008,state_unemployment,0.04717454874819277
LA,2009,state_unemployment,0.06525770194545896
LA,2010,state_unemployment,0.07682784333954044
LA,2011,state_unemployment,0.07551189880361486
LA,2012,state_unemployment,0.06834490143006558
LA,2013,state_unemployment,0.06448224868512048
LA,2014,state_unemployment,0.061626554797285564
LA,2015,state_unemployment,0.06085927810895891
LA,2016,state_unemployment,0.05813389485924445
LA,2017,state_unemployment,0.04924443386645294
LA,2018,state_unemployment,0.04570083730938411
MA,1990,state_unemployment,0.08326461073748206
MA,1991,state_unemployment,0.11203322747360253
MA,1992,state_unemployment,0.10585113184879825
MA,1993,state_unemployment,0.08897308033255232
MA,1994,state_unemployment,0.08224300473181394
MA,1995,state_unemployment,0.07296742416674863
MA,1996,state_unemployment,0.06360033541773293
MA,1997,state_unemployment,0.05653558477350689
MA,1998,state_unemployment,0.048039455245813864
MA,1999,state_unemployment,0.04435533236658063
MA,2e3,state_unemployment,0.034422613867624845
MA,2001,state_unemployment,0.043089324911210446
MA,2002,state_unemployment,0.055484208963919084
MA,2003,state_unemployment,0.061067783369294484
MA,2004,state_unemployment,0.056621289910767134
MA,2005,state_unemployment,0.05566807655684138
MA,2006,state_unemployment,0.056267388072508986
MA,2007,state_unemployment,0.05434224354371992
MA,2008,state_unemployment,0.06658077333764166
MA,2009,state_unemployment,0.09453288656399131
MA,2010,state_unemployment,0.101790227629189
MA,2011,state_unemployment,0.09209264323114595
MA,2012,state_unemployment,0.08623164619037248
MA,2013,state_unemployment,0.0869820482045457
MA,2014,state_unemployment,0.07323110197753878
MA,2015,state_unemployment,0.06148104463413995
MA,2016,state_unemployment,0.049530242398932826
MA,2017,state_unemployment,0.04693922694366618
MA,2018,state_unemployment,0.04511365571580983
MD,1990,state_unemployment,0.048858411889039395
MD,1991,state_unemployment,0.06802852556851072
MD,1992,state_unemployment,0.07582031676863968
MD,1993,state_unemployment,0.0698267286045164
MD,1994,state_unemployment,0.05955352473638175
MD,1995,state_unemployment,0.055068285651176295
MD,1996,state_unemployment,0.055221012996521324
MD,1997,state_unemployment,0.054554903734744316
MD,1998,state_unemployment,0.049284385771790555
MD,1999,state_unemployment,0.03993035261978692
MD,2e3,state_unemployment,0.038068552941771035
MD,2001,state_unemployment,0.0422015419367468
MD,2002,state_unemployment,0.04655037100715366
MD,2003,state_unemployment,0.047127055717378304
MD,2004,state_unemployment,0.04549533607680186
MD,2005,state_unemployment,0.043765747449267436
MD,2006,state_unemployment,0.04066538949052379
MD,2007,state_unemployment,0.03592619352894484
MD,2008,state_unemployment,0.044272653816097636
MD,2009,state_unemployment,0.07342191050560938
MD,2010,state_unemployment,0.08082238540186881
MD,2011,state_unemployment,0.07520535341945025
MD,2012,state_unemployment,0.07195983547707273
MD,2013,state_unemployment,0.06786142382834887
MD,2014,state_unemployment,0.06008949479100629
MD,2015,state_unemployment,0.052340798262470505
MD,2016,state_unemployment,0.04555892839714955
MD,2017,state_unemployment,0.04264920199288618
MD,2018,state_unemployment,0.042633579046460944
ME,1990,state_unemployment,0.05044832051180992
ME,1991,state_unemployment,0.07122359847728857
ME,1992,state_unemployment,0.06562143675902853
ME,1993,state_unemployment,0.06344853431816383
ME,1994,state_unemployment,0.058320508770123625
ME,1995,state_unemployment,0.0470394243852391
ME,1996,state_unemployment,0.04031059708567695
ME,1997,state_unemployment,0.0377666475589188
ME,1998,state_unemployment,0.03249927568976707
ME,1999,state_unemployment,0.02806071940612139
ME,2e3,state_unemployment,0.028179058764722334
ME,2001,state_unemployment,0.03246385187827793
ME,2002,state_unemployment,0.03607168163304776
ME,2003,state_unemployment,0.03997294510862038
ME,2004,state_unemployment,0.03881818407482586
ME,2005,state_unemployment,0.04086239742315133
ME,2006,state_unemployment,0.03840096799750935
ME,2007,state_unemployment,0.03943154775505122
ME,2008,state_unemployment,0.04767154396017879
ME,2009,state_unemployment,0.07135660189827962
ME,2010,state_unemployment,0.07319634896122822
ME,2011,state_unemployment,0.0697708059879112
ME,2012,state_unemployment,0.06616458440850904
ME,2013,state_unemployment,0.05877070656890376
ME,2014,state_unemployment,0.048717315340971006
ME,2015,state_unemployment,0.03762581341429014
ME,2016,state_unemployment,0.032594539312009514
ME,2017,state_unemployment,0.02838710627384747
ME,2018,state_unemployment,0.026580399093893127
MI,1990,state_unemployment,0.07329220575044162
MI,1991,state_unemployment,0.08956880338544537
MI,1992,state_unemployment,0.0864645002974528
MI,1993,state_unemployment,0.06872215856140292
MI,1994,state_unemployment,0.0552665101764762
MI,1995,state_unemployment,0.047460367930395216
MI,1996,state_unemployment,0.04511946480457262
MI,1997,state_unemployment,0.03966017936051535
MI,1998,state_unemployment,0.036649783190763764
MI,1999,state_unemployment,0.034835614867590084
MI,2e3,state_unemployment,0.03422313124019468
MI,2001,state_unemployment,0.049097905267598906
MI,2002,state_unemployment,0.060844109551259
MI,2003,state_unemployment,0.07007038340275806
MI,2004,state_unemployment,0.06900893998179249
MI,2005,state_unemployment,0.06641170052985927
MI,2006,state_unemployment,0.0683636251542487
MI,2007,state_unemployment,0.06817374066460835
MI,2008,state_unemployment,0.07845065952050949
MI,2009,state_unemployment,0.13565260922929243
MI,2010,state_unemployment,0.1251071780861636
MI,2011,state_unemployment,0.10268684292673873
MI,2012,state_unemployment,0.09023865163029829
MI,2013,state_unemployment,0.08656896298397035
